store_id,week_id,date,is_bm,is_post,treatment_group,store_type,city,region_type,is_metro,capacity,avg_daily_volume,avg_utilization_rate,pct_closure_hours,collection_hrs,rts_rate,complaint_rate,opt_out_rate,is_treated_5d,is_g2,is_g4,cohort
4,4,2026-03-02,0,1,5D_G4,burst,台北市,metro,1,276,547,1.5,0.2584,117.57,0.11747,0.00387,0.00172,1,0,1,high_risk
5,0,2026-01-19,1,0,6D,burst,其他,rural,0,426,462,1.0845,0.1244,120.18,0.17594,0.00302,0.00088,0,0,0,high_risk
5,1,2026-01-26,0,1,6D,burst,其他,rural,0,426,462,1.0845,0.1244,127.26,0.16479,0.0023,0.00097,0,0,0,high_risk
5,2,2026-02-02,0,1,6D,burst,其他,rural,0,426,462,1.0845,0.1244,125.92,0.13758,0.00272,0.00141,0,0,0,high_risk
5,3,2026-02-23,0,1,6D,burst,其他,rural,0,426,462,1.0845,0.1244,126.3,0.16664,0.00209,0.00145,0,0,0,high_risk
5,4,2026-03-02,0,1,6D,burst,其他,rural,0,426,462,1.0845,0.1244,126.45,0.13972,0.00302,0.00151,0,0,0,high_risk
6,0,2026-01-19,1,0,5D_Control,burst,彰化縣,regional,0,394,484,1.2284,0.196,140.13,0.1754,0.00214,0.00128,0,0,0,high_risk
6,1,2026-01-26,0,1,5D_Control,burst,彰化縣,regional,0,394,484,1.2284,0.196,117.75,0.13127,0.00249,0.00096,0,0,0,high_risk
6,2,2026-02-02,0,1,5D_Control,burst,彰化縣,regional,0,394,484,1.2284,0.196,116.9,0.16277,0.00302,0.002,0,0,0,high_risk
6,3,2026-02-23,0,1,5D_Control,burst,彰化縣,regional,0,394,484,1.2284,0.196,114.49,0.15107,0.00211,0.00076,0,0,0,high_risk
6,4,2026-03-02,0,1,5D_Control,burst,彰化縣,regional,0,394,484,1.2284,0.196,125.93,0.11909,0.00239,0.00122,0,0,0,high_risk
7,0,2026-01-19,1,0,7D,vacant,屏東縣,regional,0,409,57,0.1394,0.0,132.03,0.13469,0.00252,0.00109,0,0,0,high_risk
7,1,2026-01-26,0,1,7D,vacant,屏東縣,regional,0,409,57,0.1394,0.0,122.09,0.15367,0.00257,0.00193,0,0,0,high_risk
7,2,2026-02-02,0,1,7D,vacant,屏東縣,regional,0,409,57,0.1394,0.0,116.28,0.14668,0.00235,0.00104,0,0,0,high_risk
7,3,2026-02-23,0,1,7D,vacant,屏東縣,regional,0,409,57,0.1394,0.0,116.4,0.19239,0.00366,0.00115,0,0,0,high_risk
7,4,2026-03-02,0,1,7D,vacant,屏東縣,regional,0,409,57,0.1394,0.0,128.2,0.16485,0.00307,0.00152,0,0,0,high_risk
8,0,2026-01-19,1,0,7D,vacant,新北市,metro,1,290,72,0.2483,0.0,128.95,0.179,0.00282,0.00126,0,0,0,high_risk
8,1,2026-01-26,0,1,7D,vacant,新北市,metro,1,290,72,0.2483,0.0,127.35,0.16072,0.00269,0.00187,0,0,0,high_risk
8,2,2026-02-02,0,1,7D,vacant,新北市,metro,1,290,72,0.2483,0.0,117.68,0.1623,0.00274,0.00179,0,0,0,high_risk
8,3,2026-02-23,0,1,7D,vacant,新北市,metro,1,290,72,0.2483,0.0,124.86,0.16451,0.00315,0.00153,0,0,0,high_risk
8,4,2026-03-02,0,1,7D,vacant,新北市,metro,1,290,72,0.2483,0.0,123.93,0.1816,0.00199,0.00099,0,0,0,high_risk
9,0,2026-01-19,1,0,6D,burst,台中市,metro,1,270,468,1.5,0.2407,124.75,0.16967,0.00241,0.00184,0,0,0,high_risk
9,1,2026-01-26,0,1,6D,burst,台中市,metro,1,270,468,1.5,0.2407,129.97,0.14914,0.00292,0.00128,0,0,0,high_risk
9,2,2026-02-02,0,1,6D,burst,台中市,metro,1,270,468,1.5,0.2407,124.79,0.18934,0.00277,0.00182,0,0,0,high_risk
9,3,2026-02-23,0,1,6D,burst,台中市,metro,1,270,468,1.5,0.2407,128.43,0.16061,0.00157,0.00139,0,0,0,high_risk
9,4,2026-03-02,0,1,6D,burst,台中市,metro,1,270,468,1.5,0.2407,123.54,0.15817,0.00216,0.0013,0,0,0,high_risk
10,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,319,83,0.2602,0.0,125.31,0.12256,0.00236,0.0013,0,0,0,high_risk
10,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,319,83,0.2602,0.0,128.05,0.17452,0.00327,0.00135,0,0,0,high_risk
10,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,319,83,0.2602,0.0,111.34,0.16652,0.00272,0.00145,0,0,0,high_risk
10,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,319,83,0.2602,0.0,120.44,0.1665,0.00271,0.00216,0,0,0,high_risk
10,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,319,83,0.2602,0.0,119.24,0.15896,0.00246,0.00096,0,0,0,high_risk
11,0,2026-01-19,1,0,6D,burst,其他,rural,0,429,458,1.0676,0.1482,117.89,0.15637,0.00224,0.0012,0,0,0,high_risk
11,1,2026-01-26,0,1,6D,burst,其他,rural,0,429,458,1.0676,0.1482,120.8,0.15946,0.00207,0.00124,0,0,0,high_risk
11,2,2026-02-02,0,1,6D,burst,其他,rural,0,429,458,1.0676,0.1482,134.96,0.17195,0.00172,0.00096,0,0,0,high_risk
11,3,2026-02-23,0,1,6D,burst,其他,rural,0,429,458,1.0676,0.1482,116.07,0.17459,0.00205,0.00195,0,0,0,high_risk
11,4,2026-03-02,0,1,6D,burst,其他,rural,0,429,458,1.0676,0.1482,130.75,0.16153,0.00242,0.0015,0,0,0,high_risk
12,0,2026-01-19,1,0,7D,vacant,高雄市,metro,1,296,114,0.3851,0.0,109.54,0.17923,0.00299,0.00153,0,0,0,high_risk
12,1,2026-01-26,0,1,7D,vacant,高雄市,metro,1,296,114,0.3851,0.0,120.32,0.16382,0.00191,0.00133,0,0,0,high_risk
12,2,2026-02-02,0,1,7D,vacant,高雄市,metro,1,296,114,0.3851,0.0,124.3,0.15744,0.00232,0.00154,0,0,0,high_risk
12,3,2026-02-23,0,1,7D,vacant,高雄市,metro,1,296,114,0.3851,0.0,127.69,0.16798,0.00278,0.00142,0,0,0,high_risk
12,4,2026-03-02,0,1,7D,vacant,高雄市,metro,1,296,114,0.3851,0.0,128.69,0.14461,0.00276,0.00137,0,0,0,high_risk
13,0,2026-01-19,1,0,7D,vacant,其他,rural,0,402,156,0.3881,0.0,129.35,0.16849,0.00222,0.00107,0,0,0,high_risk
13,1,2026-01-26,0,1,7D,vacant,其他,rural,0,402,156,0.3881,0.0,120.21,0.14187,0.00284,0.00088,0,0,0,high_risk
13,2,2026-02-02,0,1,7D,vacant,其他,rural,0,402,156,0.3881,0.0,119.3,0.14958,0.00204,0.00126,0,0,0,high_risk
13,3,2026-02-23,0,1,7D,vacant,其他,rural,0,402,156,0.3881,0.0,129.86,0.13472,0.00245,0.00137,0,0,0,high_risk
13,4,2026-03-02,0,1,7D,vacant,其他,rural,0,402,156,0.3881,0.0,121.47,0.16237,0.00334,0.00063,0,0,0,high_risk
14,0,2026-01-19,1,0,7D,vacant,台中市,metro,1,331,99,0.2991,0.0,112.79,0.18914,0.00241,0.00087,0,0,0,high_risk
14,1,2026-01-26,0,1,7D,vacant,台中市,metro,1,331,99,0.2991,0.0,113.93,0.16324,0.00183,0.00166,0,0,0,high_risk
14,2,2026-02-02,0,1,7D,vacant,台中市,metro,1,331,99,0.2991,0.0,115.64,0.17465,0.00207,0.0013,0,0,0,high_risk
14,3,2026-02-23,0,1,7D,vacant,台中市,metro,1,331,99,0.2991,0.0,126.98,0.20028,0.00347,0.00175,0,0,0,high_risk
14,4,2026-03-02,0,1,7D,vacant,台中市,metro,1,331,99,0.2991,0.0,124.14,0.17106,0.00282,0.00165,0,0,0,high_risk
15,0,2026-01-19,1,0,6D,burst,新北市,metro,1,290,552,1.5,0.3297,128.52,0.15352,0.00309,0.00105,0,0,0,high_risk
15,1,2026-01-26,0,1,6D,burst,新北市,metro,1,290,552,1.5,0.3297,119.58,0.15559,0.00319,0.00163,0,0,0,high_risk
15,2,2026-02-02,0,1,6D,burst,新北市,metro,1,290,552,1.5,0.3297,124.27,0.16501,0.00181,0.00138,0,0,0,high_risk
15,3,2026-02-23,0,1,6D,burst,新北市,metro,1,290,552,1.5,0.3297,128.0,0.15551,0.00336,0.00159,0,0,0,high_risk
15,4,2026-03-02,0,1,6D,burst,新北市,metro,1,290,552,1.5,0.3297,120.53,0.15663,0.00262,0.00104,0,0,0,high_risk
16,0,2026-01-19,1,0,7D,vacant,台南市,metro,1,287,79,0.2753,0.0,126.65,0.17978,0.0029,0.00071,0,0,0,high_risk
16,1,2026-01-26,0,1,7D,vacant,台南市,metro,1,287,79,0.2753,0.0,117.7,0.18039,0.00281,0.00188,0,0,0,high_risk
16,2,2026-02-02,0,1,7D,vacant,台南市,metro,1,287,79,0.2753,0.0,120.1,0.1403,0.0029,0.00093,0,0,0,high_risk
16,3,2026-02-23,0,1,7D,vacant,台南市,metro,1,287,79,0.2753,0.0,119.95,0.15273,0.00302,0.00123,0,0,0,high_risk
16,4,2026-03-02,0,1,7D,vacant,台南市,metro,1,287,79,0.2753,0.0,113.43,0.15804,0.00272,0.00147,0,0,0,high_risk
17,0,2026-01-19,1,0,5D_G2,burst,台北市,metro,1,304,377,1.2401,0.2091,126.9,0.17399,0.00282,0.00172,1,1,0,high_risk
17,1,2026-01-26,0,1,5D_G2,burst,台北市,metro,1,304,377,1.2401,0.2091,117.24,0.15215,0.00284,0.00204,1,1,0,high_risk
17,2,2026-02-02,0,1,5D_G2,burst,台北市,metro,1,304,377,1.2401,0.2091,121.1,0.17553,0.003,0.00185,1,1,0,high_risk
17,3,2026-02-23,0,1,5D_G2,burst,台北市,metro,1,304,377,1.2401,0.2091,124.85,0.12801,0.00333,0.00185,1,1,0,high_risk
17,4,2026-03-02,0,1,5D_G2,burst,台北市,metro,1,304,377,1.2401,0.2091,124.57,0.12876,0.0028,0.001,1,1,0,high_risk
18,0,2026-01-19,1,0,7D,vacant,其他,rural,0,487,91,0.1869,0.0,128.32,0.17383,0.00325,0.00092,0,0,0,high_risk
18,1,2026-01-26,0,1,7D,vacant,其他,rural,0,487,91,0.1869,0.0,122.21,0.15477,0.0022,0.00153,0,0,0,high_risk
18,2,2026-02-02,0,1,7D,vacant,其他,rural,0,487,91,0.1869,0.0,119.61,0.16289,0.00189,0.00071,0,0,0,high_risk
18,3,2026-02-23,0,1,7D,vacant,其他,rural,0,487,91,0.1869,0.0,122.36,0.15877,0.00283,0.00161,0,0,0,high_risk
18,4,2026-03-02,0,1,7D,vacant,其他,rural,0,487,91,0.1869,0.0,109.5,0.12568,0.00271,0.00156,0,0,0,high_risk
19,0,2026-01-19,1,0,7D,vacant,高雄市,metro,1,246,60,0.2439,0.0,111.42,0.16685,0.00301,0.00128,0,0,0,high_risk
19,1,2026-01-26,0,1,7D,vacant,高雄市,metro,1,246,60,0.2439,0.0,112.42,0.16226,0.00254,0.00165,0,0,0,high_risk
19,2,2026-02-02,0,1,7D,vacant,高雄市,metro,1,246,60,0.2439,0.0,115.02,0.18407,0.00186,0.0007,0,0,0,high_risk
19,3,2026-02-23,0,1,7D,vacant,高雄市,metro,1,246,60,0.2439,0.0,126.2,0.16508,0.00246,0.00146,0,0,0,high_risk
19,4,2026-03-02,0,1,7D,vacant,高雄市,metro,1,246,60,0.2439,0.0,115.76,0.14618,0.00257,0.00181,0,0,0,high_risk
20,0,2026-01-19,1,0,7D,vacant,彰化縣,regional,0,450,100,0.2222,0.0,119.97,0.16113,0.00186,0.00113,0,0,0,high_risk
20,1,2026-01-26,0,1,7D,vacant,彰化縣,regional,0,450,100,0.2222,0.0,133.39,0.13363,0.00346,0.00099,0,0,0,high_risk
20,2,2026-02-02,0,1,7D,vacant,彰化縣,regional,0,450,100,0.2222,0.0,120.15,0.14684,0.00284,0.00136,0,0,0,high_risk
20,3,2026-02-23,0,1,7D,vacant,彰化縣,regional,0,450,100,0.2222,0.0,128.9,0.17453,0.0023,0.00124,0,0,0,high_risk
20,4,2026-03-02,0,1,7D,vacant,彰化縣,regional,0,450,100,0.2222,0.0,115.53,0.16129,0.00281,0.00134,0,0,0,high_risk
21,0,2026-01-19,1,0,5D_Control,burst,桃園市,metro,1,224,503,1.5,0.3084,121.36,0.17884,0.00243,0.00096,0,0,0,high_risk
21,1,2026-01-26,0,1,5D_Control,burst,桃園市,metro,1,224,503,1.5,0.3084,113.4,0.1055,0.00316,0.00152,0,0,0,high_risk
21,2,2026-02-02,0,1,5D_Control,burst,桃園市,metro,1,224,503,1.5,0.3084,118.29,0.13136,0.00358,0.00202,0,0,0,high_risk
21,3,2026-02-23,0,1,5D_Control,burst,桃園市,metro,1,224,503,1.5,0.3084,127.72,0.12787,0.00314,0.00115,0,0,0,high_risk
21,4,2026-03-02,0,1,5D_Control,burst,桃園市,metro,1,224,503,1.5,0.3084,107.18,0.14934,0.00276,0.00115,0,0,0,high_risk
22,0,2026-01-19,1,0,7D,vacant,其他,rural,0,428,51,0.1192,0.0,126.48,0.17509,0.00237,0.00131,0,0,0,high_risk
22,1,2026-01-26,0,1,7D,vacant,其他,rural,0,428,51,0.1192,0.0,124.9,0.17463,0.00212,0.0015,0,0,0,high_risk
22,2,2026-02-02,0,1,7D,vacant,其他,rural,0,428,51,0.1192,0.0,118.25,0.18812,0.00269,0.00159,0,0,0,high_risk
22,3,2026-02-23,0,1,7D,vacant,其他,rural,0,428,51,0.1192,0.0,111.43,0.15948,0.00203,0.0014,0,0,0,high_risk
22,4,2026-03-02,0,1,7D,vacant,其他,rural,0,428,51,0.1192,0.0,123.58,0.18503,0.00332,0.00143,0,0,0,high_risk
23,0,2026-01-19,1,0,7D,vacant,其他,rural,0,483,143,0.2961,0.0,118.76,0.14934,0.00221,0.00153,0,0,0,high_risk
23,1,2026-01-26,0,1,7D,vacant,其他,rural,0,483,143,0.2961,0.0,124.86,0.14879,0.00314,0.00151,0,0,0,high_risk
23,2,2026-02-02,0,1,7D,vacant,其他,rural,0,483,143,0.2961,0.0,123.17,0.17629,0.00245,0.00168,0,0,0,high_risk
23,3,2026-02-23,0,1,7D,vacant,其他,rural,0,483,143,0.2961,0.0,135.81,0.14243,0.0016,0.00095,0,0,0,high_risk
23,4,2026-03-02,0,1,7D,vacant,其他,rural,0,483,143,0.2961,0.0,121.09,0.17359,0.00224,0.00095,0,0,0,high_risk
24,0,2026-01-19,1,0,7D,vacant,屏東縣,regional,0,439,86,0.1959,0.0,114.81,0.16652,0.00282,0.00123,0,0,0,high_risk
24,1,2026-01-26,0,1,7D,vacant,屏東縣,regional,0,439,86,0.1959,0.0,124.43,0.18108,0.00245,0.00143,0,0,0,high_risk
24,2,2026-02-02,0,1,7D,vacant,屏東縣,regional,0,439,86,0.1959,0.0,124.76,0.16411,0.00277,0.0016,0,0,0,high_risk
24,3,2026-02-23,0,1,7D,vacant,屏東縣,regional,0,439,86,0.1959,0.0,133.87,0.16584,0.00341,0.00111,0,0,0,high_risk
24,4,2026-03-02,0,1,7D,vacant,屏東縣,regional,0,439,86,0.1959,0.0,129.68,0.17264,0.0025,0.00182,0,0,0,high_risk
25,0,2026-01-19,1,0,5D_G4,burst,新北市,metro,1,306,408,1.3333,0.2393,125.85,0.15506,0.00363,0.00247,1,0,1,high_risk
25,1,2026-01-26,0,1,5D_G4,burst,新北市,metro,1,306,408,1.3333,0.2393,132.71,0.12441,0.00328,0.00214,1,0,1,high_risk
25,2,2026-02-02,0,1,5D_G4,burst,新北市,metro,1,306,408,1.3333,0.2393,111.49,0.14212,0.00323,0.00234,1,0,1,high_risk
25,3,2026-02-23,0,1,5D_G4,burst,新北市,metro,1,306,408,1.3333,0.2393,115.88,0.13456,0.00266,0.00175,1,0,1,high_risk
25,4,2026-03-02,0,1,5D_G4,burst,新北市,metro,1,306,408,1.3333,0.2393,113.59,0.12889,0.00337,0.00195,1,0,1,high_risk
26,0,2026-01-19,1,0,5D_G2,burst,台中市,metro,1,277,435,1.5,0.2622,119.88,0.16376,0.00323,0.00172,1,1,0,high_risk
26,1,2026-01-26,0,1,5D_G2,burst,台中市,metro,1,277,435,1.5,0.2622,109.99,0.15892,0.00392,0.00157,1,1,0,high_risk
26,2,2026-02-02,0,1,5D_G2,burst,台中市,metro,1,277,435,1.5,0.2622,126.08000000000001,0.12835,0.00238,0.00123,1,1,0,high_risk
26,3,2026-02-23,0,1,5D_G2,burst,台中市,metro,1,277,435,1.5,0.2622,119.22,0.12792,0.00307,0.00162,1,1,0,high_risk
26,4,2026-03-02,0,1,5D_G2,burst,台中市,metro,1,277,435,1.5,0.2622,109.23,0.10939,0.00327,0.00155,1,1,0,high_risk
27,0,2026-01-19,1,0,7D,vacant,台北市,metro,1,301,81,0.2691,0.0,114.88,0.16436,0.00188,0.00138,0,0,0,high_risk
27,1,2026-01-26,0,1,7D,vacant,台北市,metro,1,301,81,0.2691,0.0,125.51,0.17485,0.00269,0.00096,0,0,0,high_risk
27,2,2026-02-02,0,1,7D,vacant,台北市,metro,1,301,81,0.2691,0.0,129.71,0.17754,0.00247,0.00151,0,0,0,high_risk
27,3,2026-02-23,0,1,7D,vacant,台北市,metro,1,301,81,0.2691,0.0,138.97,0.16662,0.00245,0.00108,0,0,0,high_risk
27,4,2026-03-02,0,1,7D,vacant,台北市,metro,1,301,81,0.2691,0.0,146.31,0.17934,0.00201,0.00115,0,0,0,high_risk
28,0,2026-01-19,1,0,7D,vacant,新北市,metro,1,289,127,0.4394,0.0,126.32,0.17597,0.00272,0.00195,0,0,0,high_risk
28,1,2026-01-26,0,1,7D,vacant,新北市,metro,1,289,127,0.4394,0.0,115.08,0.18169,0.00239,0.00124,0,0,0,high_risk
28,2,2026-02-02,0,1,7D,vacant,新北市,metro,1,289,127,0.4394,0.0,105.94,0.17976,0.00171,0.00155,0,0,0,high_risk
28,3,2026-02-23,0,1,7D,vacant,新北市,metro,1,289,127,0.4394,0.0,125.14,0.18855,0.00229,0.00121,0,0,0,high_risk
28,4,2026-03-02,0,1,7D,vacant,新北市,metro,1,289,127,0.4394,0.0,116.5,0.16245,0.00282,0.00089,0,0,0,high_risk
29,0,2026-01-19,1,0,7D,vacant,新竹縣市,regional,0,388,81,0.2088,0.0,119.68,0.14509,0.00189,0.00153,0,0,0,high_risk
29,1,2026-01-26,0,1,7D,vacant,新竹縣市,regional,0,388,81,0.2088,0.0,118.1,0.17496,0.00296,0.00147,0,0,0,high_risk
29,2,2026-02-02,0,1,7D,vacant,新竹縣市,regional,0,388,81,0.2088,0.0,121.87,0.17671,0.00238,0.00141,0,0,0,high_risk
29,3,2026-02-23,0,1,7D,vacant,新竹縣市,regional,0,388,81,0.2088,0.0,131.53,0.18855,0.00284,0.00124,0,0,0,high_risk
29,4,2026-03-02,0,1,7D,vacant,新竹縣市,regional,0,388,81,0.2088,0.0,124.26,0.18422,0.00208,0.00068,0,0,0,high_risk
30,0,2026-01-19,1,0,7D,vacant,彰化縣,regional,0,408,86,0.2108,0.0,121.73,0.19418,0.00163,0.00131,0,0,0,high_risk
30,1,2026-01-26,0,1,7D,vacant,彰化縣,regional,0,408,86,0.2108,0.0,114.71,0.1743,0.00204,0.00157,0,0,0,high_risk
30,2,2026-02-02,0,1,7D,vacant,彰化縣,regional,0,408,86,0.2108,0.0,109.6,0.16843,0.00295,0.00202,0,0,0,high_risk
30,3,2026-02-23,0,1,7D,vacant,彰化縣,regional,0,408,86,0.2108,0.0,119.11,0.14423,0.00253,0.00158,0,0,0,high_risk
30,4,2026-03-02,0,1,7D,vacant,彰化縣,regional,0,408,86,0.2108,0.0,122.57,0.16962,0.0024,0.00195,0,0,0,high_risk
31,0,2026-01-19,1,0,7D,vacant,其他,rural,0,427,108,0.2529,0.0,137.14,0.15671,0.00289,0.0015,0,0,0,high_risk
31,1,2026-01-26,0,1,7D,vacant,其他,rural,0,427,108,0.2529,0.0,124.04,0.16817,0.00321,0.0013,0,0,0,high_risk
31,2,2026-02-02,0,1,7D,vacant,其他,rural,0,427,108,0.2529,0.0,130.86,0.16582,0.00215,0.0013,0,0,0,high_risk
31,3,2026-02-23,0,1,7D,vacant,其他,rural,0,427,108,0.2529,0.0,119.01,0.17208,0.00179,0.00154,0,0,0,high_risk
31,4,2026-03-02,0,1,7D,vacant,其他,rural,0,427,108,0.2529,0.0,113.52,0.16354,0.00299,0.00148,0,0,0,high_risk
32,0,2026-01-19,1,0,6D,burst,桃園市,metro,1,269,464,1.5,0.264,115.28,0.17903,0.00277,0.00211,0,0,0,high_risk
32,1,2026-01-26,0,1,6D,burst,桃園市,metro,1,269,464,1.5,0.264,117.2,0.12415,0.00252,0.00165,0,0,0,high_risk
32,2,2026-02-02,0,1,6D,burst,桃園市,metro,1,269,464,1.5,0.264,140.03,0.16785,0.00234,0.00127,0,0,0,high_risk
32,3,2026-02-23,0,1,6D,burst,桃園市,metro,1,269,464,1.5,0.264,116.43,0.18304,0.00335,0.00126,0,0,0,high_risk
32,4,2026-03-02,0,1,6D,burst,桃園市,metro,1,269,464,1.5,0.264,129.71,0.19305,0.00248,0.00169,0,0,0,high_risk
33,0,2026-01-19,1,0,7D,vacant,桃園市,metro,1,267,119,0.4457,0.0,115.78,0.17598,0.00144,0.00111,0,0,0,high_risk
33,1,2026-01-26,0,1,7D,vacant,桃園市,metro,1,267,119,0.4457,0.0,130.45,0.19027,0.00316,0.00133,0,0,0,high_risk
33,2,2026-02-02,0,1,7D,vacant,桃園市,metro,1,267,119,0.4457,0.0,126.08,0.16753,0.00312,0.00111,0,0,0,high_risk
33,3,2026-02-23,0,1,7D,vacant,桃園市,metro,1,267,119,0.4457,0.0,121.75,0.16504,0.00249,0.00159,0,0,0,high_risk
33,4,2026-03-02,0,1,7D,vacant,桃園市,metro,1,267,119,0.4457,0.0,122.67,0.17294,0.00208,0.0014,0,0,0,high_risk
34,0,2026-01-19,1,0,5D_G2,burst,台中市,metro,1,245,339,1.3837,0.2522,117.76,0.16495,0.00324,0.00149,1,1,0,high_risk
34,1,2026-01-26,0,1,5D_G2,burst,台中市,metro,1,245,339,1.3837,0.2522,124.57,0.12326,0.00346,0.00092,1,1,0,high_risk
34,2,2026-02-02,0,1,5D_G2,burst,台中市,metro,1,245,339,1.3837,0.2522,117.36,0.12727,0.00363,0.00168,1,1,0,high_risk
34,3,2026-02-23,0,1,5D_G2,burst,台中市,metro,1,245,339,1.3837,0.2522,111.2,0.11832,0.00234,0.00173,1,1,0,high_risk
34,4,2026-03-02,0,1,5D_G2,burst,台中市,metro,1,245,339,1.3837,0.2522,110.78,0.14293,0.00281,0.00168,1,1,0,high_risk
35,0,2026-01-19,1,0,5D_G4,burst,新北市,metro,1,315,360,1.1429,0.1386,124.38,0.16517,0.00269,0.00133,1,0,1,high_risk
35,1,2026-01-26,0,1,5D_G4,burst,新北市,metro,1,315,360,1.1429,0.1386,133.63,0.1296,0.00299,0.00144,1,0,1,high_risk
35,2,2026-02-02,0,1,5D_G4,burst,新北市,metro,1,315,360,1.1429,0.1386,122.28,0.1265,0.0044,0.00215,1,0,1,high_risk
35,3,2026-02-23,0,1,5D_G4,burst,新北市,metro,1,315,360,1.1429,0.1386,120.05,0.14258,0.00351,0.00191,1,0,1,high_risk
35,4,2026-03-02,0,1,5D_G4,burst,新北市,metro,1,315,360,1.1429,0.1386,123.29,0.14671,0.00439,0.00234,1,0,1,high_risk
36,0,2026-01-19,1,0,7D,vacant,新北市,metro,1,321,118,0.3676,0.0,133.45,0.14804,0.00282,0.00177,0,0,0,high_risk
36,1,2026-01-26,0,1,7D,vacant,新北市,metro,1,321,118,0.3676,0.0,124.76,0.14568,0.00292,0.0015,0,0,0,high_risk
36,2,2026-02-02,0,1,7D,vacant,新北市,metro,1,321,118,0.3676,0.0,119.71,0.17932,0.00232,0.00102,0,0,0,high_risk
